web-scraper-order,web-scraper-start-url,link,link-href,Light,Soil,Water,Temperature and Humidity,Fertilizer,How to Grow
"1667988893-19627","https://www.thespruce.com/plants-a-to-z-5116344","Bartlett Pear Pyrus communis","https://www.thespruce.com/bartlett-pear-tree-growing-guide-5211022","","In order to remain healthy and produce juicy fruit, Bartlett pear trees need regular watering. Plan to irrigate these trees on a weekly basis. A drought or dry spells means trouble for the Bartlett pear tree, so be sure to give extra water during periods of no rain.","","","",""
"1667988893-19628","https://www.thespruce.com/plants-a-to-z-5116344","Bartlett Pear Pyrus communis","https://www.thespruce.com/bartlett-pear-tree-growing-guide-5211022","","","Bartlett pears can be grown in USDA hardiness zones 5 to 7. They require cold winters and must experience around 800 hours of ‘chill hours.’ More technically known as vernalization, chill hours are tallied when the air temperature is between 32 degrees and 45 degrees Fahrenheit. Temperatures below 32 degrees Fahrenheit don’t count towards chill hours and temperatures above 60 degrees Fahrenheit are subtracted from the accumulated chill hours3.","","",""
"1667988893-19629","https://www.thespruce.com/plants-a-to-z-5116344","Bartlett Pear Pyrus communis","https://www.thespruce.com/bartlett-pear-tree-growing-guide-5211022","","","","Yearly fertilizing will keep the Bartlett pear tree strong and producing plenty of fruit. It is best to give fertilizer in the spring. A well-balanced, slow-release fertilizer specifically formulated for fruit trees is ideal. Beware of too much fertilizer, as this will encourage the tree to grow more foliage rather than fruit.","",""
"1667988893-19630","https://www.thespruce.com/plants-a-to-z-5116344","Bartlett Pear Pyrus communis","https://www.thespruce.com/bartlett-pear-tree-growing-guide-5211022","","","","","To keep a pear tree healthy and manageable in size, plan to prune each year during the tree’s dormancy. You start pruning the first year that the tree is planted. Choose a main leading trunk or branch and trim all other branches so that they are 5 to 8 inches apart. Each branch should spiral around the trunk with no branch being directly above another. Remove any branches that grow below 18 inches from the ground. Because young branches are weak, they may need to be tied to more mature branches until they are strong.",""
"1667988893-19631","https://www.thespruce.com/plants-a-to-z-5116344","Bartlett Pear Pyrus communis","https://www.thespruce.com/bartlett-pear-tree-growing-guide-5211022","","","","","","Take dry pear seeds and wrap them in a damp paper towel. Place these in a plastic bag in the refrigerator for two to three months. It is best to use several seeds, as not all of them will germinate.  After a few months, remove the seeds from the refrigerator and plant them in small pots with well-draining, moist soil. Each seed should be planted in its own pot. Lightly cover the seeds about an inch deep.  Place the pots in a sunny location and keep the soil moist. To help maintain humidity, a plastic dome or plastic bag can be used to cover the pot.  Germination should occur in a few months. If a dome is used, remove it once growth appears. The following year, the new trees can be planted into the garden."
"1667988896-19632","https://www.thespruce.com/plants-a-to-z-5116344","Barrenwort Epimedium","https://www.thespruce.com/epimedium-growing-guide-5211581","","","","","","Keep a careful watch on the plant to harvest the seeds. The seeds are dropped while still green, making them easy to miss. Once seeds appear, collect them and sow them immediately. Do not let the seeds dry out.Gently cover them with a small amount of soil, but do not bury them deep. Do this outdoors and allow the winter to cold stratify the seeds. If the seeds are planted indoors, place the pots in the refrigerator for around three months. Germination will occur in the spring if planted outdoors. If planted indoors, germination will occur after they are removed from the refrigerator. Keep the soil moist, but not soggy. Plant indoor seedlings outdoors after the threat of frost has passed."
"1667988899-19633","https://www.thespruce.com/plants-a-to-z-5116344","Banana Yucca Yucca baccata","https://www.thespruce.com/growing-yucca-baccata-5079092","","","","","","Select and cut a healthy yucca leaf from the mature plant.Plant the leaf in a container prepared with potting soil and water until the soil is moist.Let it root in the pot for about three to four weeks, and then transplant in your yard."
"1667988901-19634","https://www.thespruce.com/plants-a-to-z-5116344","Banana Musa","https://www.thespruce.com/banana-tree-growing-profile-3269353","These plants love organically rich, deep soil with good drainage and a slightly acidic soil pH. They typically have poor tolerance for salt in the soil.","","","","",""
"1667988901-19635","https://www.thespruce.com/plants-a-to-z-5116344","Banana Musa","https://www.thespruce.com/banana-tree-growing-profile-3269353","","These plants love organically rich, deep soil with good drainage and a slightly acidic soil pH. They typically have poor tolerance for salt in the soil.","","","",""
"1667988901-19636","https://www.thespruce.com/plants-a-to-z-5116344","Banana Musa","https://www.thespruce.com/banana-tree-growing-profile-3269353","","","Banana trees are tropical and originate in rainforests, so they need a lot of water and plenty of moisture in the air. They do best when planted in groups fairly close together, as this helps to retain moisture in the leaves. Water regularly to make sure the soil stays evenly moist but not soggy. Avoid overwatering, which can cause root rot.","","",""
"1667988901-19637","https://www.thespruce.com/plants-a-to-z-5116344","Banana Musa","https://www.thespruce.com/banana-tree-growing-profile-3269353","","","","These plants thrive in warm, humid conditions, but they don't like temperature extremes. Even the hardy, cold-tolerant banana tree species prefer consistent temperatures ranging between 75 and 95 degrees Fahrenheit. Cold temperatures and dry conditions can cause the plants to quickly die back. To increase the level of humidity, mist the leaves daily.","",""
"1667988901-19638","https://www.thespruce.com/plants-a-to-z-5116344","Banana Musa","https://www.thespruce.com/banana-tree-growing-profile-3269353","","","","","Banana trees are heavy feeders. Apply a balanced fertilizer regularly throughout the growing season, following label instructions. Also, mix compost into the soil annually to raise the level of organic matter.",""
"1667988909-19639","https://www.thespruce.com/plants-a-to-z-5116344","Balsam Fir Abies balsamea","https://www.thespruce.com/balsam-fir-care-guide-5199198","","","","","","Cold stratify the seeds by placing them in moist sand or potting soil inside a plastic bag. Then place them in the refrigerator for one to three months. Another option is to plant directly into the garden in the fall, where the cold temperatures will naturally stratify the seed.  Once stratified, plant the seeds around 1/4 inch deep into moist, well-draining, sandy, loamy soil.  Keep the soil moist. Germination should occur in about a month.  Once the seedling is several inches tall, replant to a larger pot and keep them in a shaded, protected area for one year.  During the following year, acclimate the seedling to full sunshine and plant it in your location of choice."
"1667988911-19640","https://www.thespruce.com/plants-a-to-z-5116344","Balm of Gilead Populus x jackii","https://www.thespruce.com/balm-of-gilead-growing-guide-5199394","","","","","","Using the small shovel, gently loosen the soil around the sucker. With the root system exposed, use the shovel or garden snips to cut the sucker and its root system away from the mother tree. Plant the sucker in moist, well-draining soil in its permanent location. Keep the soil moist as the tree establishes."
"1667988911-19641","https://www.thespruce.com/plants-a-to-z-5116344","Balm of Gilead Populus x jackii","https://www.thespruce.com/balm-of-gilead-growing-guide-5199394","","","","","","As soon as the seeds ripen in the spring, collect them. Plant them immediately.  Plant the seeds in moist, well-draining, rich soil. Lightly cover them and keep them in a protected area, such as a cold frame.  Keep the soil moist.  Once the seedlings sprout and are several inches tall, plant each seedling in its own pot.  If the seedlings are strong by summer, plant them in the ground. If not, continue to grow them in a protected area until next spring. Then plant them in their permanent landscaping location."
"1667988921-19642","https://www.thespruce.com/plants-a-to-z-5116344","Bahia Grass Paspalum notatum","https://www.thespruce.com/growing-bahia-grass-5093956","","","Being well-suited for southern climates, bahiagrass thrives in full sun exposure. It is not a fan of shaded areas.","","",""
